M,R,Teff,L,Meta,logg,Prot,Age
1.26,1.54,6250,2.947,-0.22,4.163,10.39,3.6
1.3,1.71,6386,3.678,-0.26,4.082,22.56,3.6
1.2,1.466,6270,3.507,-0.11,4.184,8.29,3.605
1.251,1.872,6438,6.784,-0.23,3.994,14.17,3.608
1.138,1.401,6464,2.627,-0.361,4.199,12.1,3.635
1.305,2.084,6234,6.828,-0.042,3.915,16.77,3.64
1.328,2.144,6146,7.205,0.032,3.898,13.94,3.684
1.36,1.83,6186,4.448,0.06,4.045,9.89,3.7
1.38,2.26,6358,6.502,-0.14,3.877,23.78,3.7
1.31,2.062,6200,7.654,0.001,3.926,17.82,3.735
1.251,1.741,6282,4.304,-0.136,4.052,15.48,3.778
1.4,2.4,6349,9.553,-0.16,3.829,6.44,3.8
1.35,1.97,6329,6.241,0.06,3.979,12.88,3.8
1.4,2.37,6222,15.06,0.0,3.849,9.03,3.8
1.274,1.637,6074,3.745,0.11,4.111,12.31,3.834
1.275,1.588,6029,2.911,0.158,4.141,14.4,3.858
1.25,2.08,6242,7.12,-0.267,3.898,20.5,3.873
1.069,1.164,6198,2.195,-0.185,4.335,4.85,3.876
1.37,1.94,6157,4.666,0.02,4.001,16.55,3.9
1.37,2.05,6215,6.234,0.06,3.955,12.93,3.9
1.39,1.99,6112,5.484,0.05,3.985,12.9,3.9
1.204,1.781,6422,4.92,-0.17,4.017,5.39,3.921
1.37,2.49,6225,9.337,-0.22,3.78,4.81,4.0
1.221,1.511,6111,2.801,0.024,4.164,26.83,4.007
1.194,1.822,6390,5.208,-0.161,3.993,23.4,4.027
1.293,2.014,6122,5.939,0.03,3.941,26.6,4.032
1.212,1.917,6319,4.764,-0.304,3.954,11.45,4.063
1.1696,1.4026,6179,2.589,-0.08,4.2116,9.39,4.1196
1.213,1.893,6298,5.317,-0.268,3.965,10.04,4.124
1.186,1.783,6374,5.549,-0.337,4.009,7.65,4.131
1.285,1.858,6122,5.266,0.12,4.013,10.96,4.182
1.18764262,1.389826674,5998,2.267,-0.189,4.256,16.315092,4.2
0.901022473,0.851990228,5439,0.5858,-0.188,4.519,31.8,4.2
0.933562262,0.915357615,5486,0.7023,-0.243,4.515,26.9,4.2
0.811574132,0.735511402,5120,0.3613,-0.24,4.584,26.29862,4.2
1.269108381,1.623930273,6026,3.23,-0.172,4.248,21.175186,4.2
1.074544862,1.181439253,5754,1.404,-0.26,4.431,33.39141,4.2
1.212582895,1.429991192,6063,2.495,-0.21,4.235,27.37694,4.2
1.42322764,2.112571632,6092,5.923,-0.071,4.184,15.325387,4.2
1.292797819,1.568460706,6253,3.361,-0.156,4.182,17.85796,4.2
1.010961406,0.97479972,5865,0.9783,-0.281,4.395,26.9,4.2
0.930866664,0.916524739,5463,0.6945,-0.191,4.519,36.169304,4.2
1.074379444,1.069866951,6030,1.303,-0.334,4.323,16.451483,4.2
1.20607515,1.41974456,6048,2.435,-0.235,4.268,44.79183,4.2
0.918971832,0.812800363,5708,0.6067,-0.305,4.464,24.018032,4.2
1.162844679,1.249958259,6147,1.943,-0.205,4.239,10.161054,4.2
1.363422444,1.768228853,6289,4.445,-0.092,4.179,16.88994,4.2
1.187425927,1.28311173,6221,2.135,-0.17,4.233,14.60694,4.2
1.24941337,1.427421609,6276,2.772,-0.142,4.236,8.107582,4.2
1.174149875,1.342338797,6016,2.121,-0.195,4.249,30.159342,4.2
1.023456331,1.181169059,5416,1.179,-0.281,4.527,41.695,4.2
1.122291405,1.178666911,6064,1.638,-0.277,4.272,31.479721,4.2
1.300682669,1.564073101,6303,3.429,-0.058,4.119,19.650553,4.2
0.886367955,0.88417013,5222,0.5679,-0.247,4.571,15.401137,4.2
1.31054036,1.693767707,6133,3.739,-0.172,4.245,10.920813,4.2
1.374400459,1.866929825,6193,4.764,-0.121,4.148,24.831526,4.2
0.783338236,0.68535909,5071,0.302,-0.151,4.583,23.041183,4.2
0.754362335,0.660641853,4912,0.2572,-0.196,4.614,28.78926,4.2
1.216526716,1.411349612,6124,2.501,-0.26,4.252,21.332241,4.2
1.231521002,1.520603323,6001,2.761,-0.239,4.29,26.024057,4.2
0.874896083,0.910447216,5048,0.5538,-0.231,4.583,26.428741,4.2
1.188519963,1.416392962,5951,2.306,-0.229,4.357,15.445672,4.2
1.337800845,1.735766891,6209,4.099,-0.127,4.211,27.138493,4.2
1.021498722,0.964428899,5967,1.006,-0.474,4.366,19.933409,4.2
1.104890989,1.078520987,6203,1.449,-0.694,4.208,27.991806,4.2
0.951271582,0.990442634,5397,0.7957,-0.231,4.532,16.042093,4.2
0.881388119,0.896193712,5144,0.5624,-0.247,4.574,15.898846,4.2
0.860288227,0.819268754,5227,0.4815,-0.201,4.561,31.1,4.2
0.74906791,0.638776498,4954,0.244,-0.151,4.604,27.887417,4.2
1.328877564,1.703595476,6214,3.947,-0.116,4.227,29.035177,4.2
1.116786095,1.136956223,6129,1.566,-0.229,4.226,28.591131,4.2
0.797879302,0.727107194,5034,0.3374,-0.091,4.588,21.542715,4.2
1.119568532,1.162698541,6084,1.607,-0.27,4.273,12.749169,4.2
0.972147787,0.927088167,5732,0.8188,-0.191,4.443,13.839223,4.2
0.830287206,0.780887711,5110,0.4102,-0.175,4.574,21.907183,4.2
1.396091839,1.823549665,6367,4.95,-0.109,4.194,12.272136,4.2
1.384310147,2.095256975,5923,5.331,-0.071,4.287,33.21344,4.2
1.004298966,0.940304741,5918,0.9288,-0.306,4.38,31.4,4.2
1.273675844,1.552182567,6178,3.162,-0.206,4.231,0.180235,4.2
1.400787795,1.956824929,6194,5.286,-0.079,4.186,14.409911,4.2
1.053829006,1.042120075,5969,1.192,-0.36,4.342,24.4,4.2
1.453747043,1.881938218,6562,5.862,-0.041,4.128,7.942202,4.2
1.32992206,1.828088805,6022,4.171,-0.111,4.151,26.673843,4.2
1.359786415,1.91293895,6050,4.669,-0.146,4.178,0.220718,4.2
1.197128886,1.323053518,6191,2.248,-0.235,4.229,26.923534,4.2
0.941155708,0.910873401,5557,0.7204,-0.343,4.504,31.16486,4.2
1.015158097,1.188909385,5341,1.151,-0.202,4.53,30.5,4.2
1.002419925,0.932931391,5928,0.9182,-0.225,4.315,31.2,4.2
1.394876842,2.0284191,6065,5.346,-0.106,4.184,26.99079,4.2
0.905017149,1.066663981,4842,0.7038,-0.148,4.621,14.332579,4.2
1.182157271,1.299241512,6154,2.121,-0.195,4.252,18.9,4.2
1.168525763,1.27249707,6132,2.003,-0.235,4.252,18.1,4.2
0.999417352,1.15182577,5322,1.063,-0.145,4.539,21.843191,4.2
1.177844582,1.334539864,6055,2.136,-0.244,4.255,10.292516,4.2
1.337182303,1.74988694,6183,4.116,-0.092,4.18,25.933805,4.2
0.954971148,1.027923532,5321,0.8301,-0.236,4.547,29.057743,4.2
0.930701327,0.886140968,5556,0.6768,-0.191,4.492,24.9,4.2
1.230700658,1.475118157,6080,2.695,-0.212,4.278,19.609331,4.2
1.262004678,1.537215346,6142,3.037,-0.222,4.273,22.175295,4.2
1.316911043,1.698424265,6159,3.812,-0.091,4.183,34.34216,4.2
1.197316315,1.413114212,6010,2.362,-0.224,4.268,35.248665,4.2
0.849931154,0.826799541,5116,0.4648,-0.243,4.585,27.197714,4.2
1.139269691,1.17618686,6174,1.725,-0.229,4.225,36.594093,4.2
0.963105934,1.001571189,5453,0.8391,-0.256,4.516,28.990154,4.2
1.15000248,1.251120492,6067,1.868,-0.221,4.236,27.001307,4.2
0.753032,0.666531274,4875,0.2572,-0.191,4.617,19.547821,4.2
1.100433261,1.179624261,5925,1.527,-0.209,4.319,25.790697,4.2
1.020534029,0.517297493,7696,0.6303,0.055,4.091,22.01035,4.2
1.352556481,1.880069085,6061,4.524,-0.077,4.288,24.108343,4.2
0.967285798,0.99689013,5494,0.8492,-0.601,4.552,23.475168,4.2
1.184682352,1.235676774,6309,2.057,-0.17,4.221,19.049852,4.2
1.430896247,2.127231436,6110,6.067,-0.091,4.142,32.073803,4.2
1.196988103,1.38304037,6068,2.324,-0.126,4.244,16.365076,4.2
1.093398608,1.109339473,6052,1.425,-0.227,4.266,32.128925,4.2
1.165790922,1.278674733,6101,1.994,-0.197,4.241,15.072102,4.2
1.029180461,1.059911264,5756,1.11,-0.236,4.443,23.83431,4.2
1.416291159,2.11897901,6050,5.835,-0.091,4.164,20.468094,4.2
1.115909746,1.298534605,5756,1.725,-0.183,4.414,26.169773,4.2
0.971069758,0.922851591,5739,0.8131,-0.271,4.44,26.07603,4.2
1.23281156,1.569549845,5920,2.838,-0.094,4.072,25.131956,4.2
0.782970315,0.690326989,5045,0.3031,-0.328,4.604,24.732971,4.2
0.739347361,0.634808144,4882,0.232,-0.191,4.608,30.7,4.2
1.136419774,1.141218498,6242,1.672,-0.204,4.237,18.161554,4.2
1.240332052,1.471328221,6141,2.763,-0.147,4.226,27.099155,4.2
1.090645146,1.131158436,5979,1.433,-0.259,4.316,27.991806,4.2
1.034198301,1.029018219,5873,1.104,-0.26,4.382,25.1,4.2
0.816449013,0.821652841,4855,0.4007,-0.051,4.604,34.5,4.2
1.266895836,1.50261817,6231,3.029,-0.137,4.219,11.082663,4.2
1.078837342,1.215164184,5703,1.454,-0.198,4.437,29.102978,4.2
1.423163082,2.026091993,6209,5.74,-0.064,4.126,29.40047,4.2
0.940079902,0.83470208,5789,0.6707,-0.446,4.438,28.8,4.2
0.803739788,0.77001249,4925,0.3614,-0.182,4.616,24.378206,4.2
0.971584155,0.911794965,5776,0.8065,-0.256,4.42,14.999545,4.2
1.231676282,1.464557978,6106,2.686,-0.271,4.268,12.203753,4.2
1.385889477,1.92103295,6172,5.015,-0.087,4.193,20.008078,4.2
0.857599526,0.801344755,5265,0.4691,-0.233,4.553,31.506247,4.2
1.322946651,1.764143236,6086,3.988,-0.122,4.185,12.83671,4.2
1.096355666,1.089045977,6122,1.419,-0.259,4.254,26.096712,4.2
1.261285587,1.50048534,6205,2.977,-0.172,4.237,6.463573,4.2
0.936817056,0.905109246,5541,0.7047,-0.255,4.499,40.652348,4.2
0.907915353,0.853438126,5486,0.6032,-0.191,4.502,29.057743,4.2
1.397496155,1.926693046,6222,5.18,-0.061,4.183,18.276964,4.2
0.877,0.756,4777,0.5329,-0.156,4.633,30.4,4.2
1.315316053,1.717215741,6121,3.828,-0.106,4.168,29.171095,4.2
0.832042595,0.793434014,5084,0.4182,-0.215,4.59,31.666346,4.2
1.09890525,1.146728327,5994,1.488,-0.303,4.346,19.079012,4.2
1.27016482,1.552254565,6158,3.131,-0.137,4.226,10.289683,4.2
1.253111439,1.630490349,5927,3.095,-0.161,4.281,12.125143,4.2
0.97305584,1.064097508,5355,0.9111,-0.21,4.509,33.601463,4.2
1.117243505,1.229281765,5915,1.663,-0.212,4.316,34.37373,4.2
1.357293364,1.771611893,6252,4.383,-0.092,4.158,34.532463,4.2
1.017783623,1.064808238,5667,1.07,-0.225,4.464,26.9,4.2
1.050761556,1.291300067,5351,1.385,-0.542,4.582,0.99905,4.2
1.292768562,1.402395897,6564,3.092,-0.101,4.145,25.73744,4.2
1.264584539,1.587886937,6064,3.135,-0.193,4.085,25.199709,4.2
1.408269479,2.1804907,5931,5.837,-0.088,4.291,6.526756,4.2
1.290002678,1.682258177,6042,3.511,-0.106,4.184,5.17314,4.2
1.257214382,1.42508843,6325,2.833,-0.147,4.201,26.114939,4.2
0.962254956,1.068718421,5267,0.8782,-0.231,4.547,32.977497,4.2
1.039338711,1.013581647,5950,1.112,-0.265,4.354,7.476908,4.2
1.190500786,1.321396105,6157,2.202,-0.216,4.239,20.64895,4.2
0.913999992,0.897224325,5394,0.641,-0.206,4.533,21.393269,4.2
0.935966424,0.913107323,5511,0.7074,-0.256,4.502,24.235989,4.2
0.786322008,0.758506512,4816,0.3295,-0.151,4.624,30.3,4.2
1.205502982,1.324701452,6236,2.308,-0.155,4.24,27.538248,4.2
1.247,1.968,6146,5.592,-0.08,3.945,14.48,4.247
1.217,1.574,6225,3.305,-0.089,4.129,7.553,4.262
1.17,1.52,6271,2.733,-0.38,4.141,7.3,4.3
1.219,1.516,6006,2.732,0.112,4.161,16.02,4.373
1.235,1.585,6000,2.923,0.143,4.125,15.12,4.38
1.212,1.822,6220,4.637,-0.143,3.998,9.59,4.399
1.068,1.139,5995,1.78,-0.015,4.352,22.25,4.491
1.174,1.526,6109,2.746,-0.126,4.14,15.41,4.499
1.28,1.79,6074,3.998,-0.06,4.03,6.22,4.5
1.062,1.084,5770,1.13,0.185,4.393,26.26,4.53
1.227,1.984,6065,5.635,-0.099,3.932,18.35,4.557
1.12,1.41,6282,4.057,-0.58,4.188,8.8,4.6
1.11,1.326,6160,2.205,-0.108,4.239,17.81,4.722
1.162,1.372,5998,2.257,0.2,4.228,17.64,4.743
1.228,1.733,6069,4.124,0.085,4.054,11.53,4.769
1.178,1.479,6011,3.222,-0.002,4.168,11.99,4.779
1.09,1.3,6214,2.381,0.18,4.246,7.78,4.8
1.192,1.69,6158,3.883,-0.023,4.059,12.38,4.837
1.25,2.18,5983,2.899,-0.04,3.859,27.91,4.9
1.081,1.324,6248,3.585,-0.27,4.227,28.95,4.912
1.19,1.645,6073,2.924,-0.072,4.084,22.88,4.919
1.168,2.014,6074,5.216,-0.314,3.896,21.07,4.924
1.142,1.902,6147,5.527,-0.337,3.937,20.31,5.085
1.22,1.546,5817,2.651,0.238,4.141,21.21,5.096
1.21,1.99,6059,6.765,0.24,3.928,11.39,5.1
1.17,1.81,6170,4.369,0.06,3.994,17.23,5.1
1.115,1.328,6064,2.353,-0.048,4.238,31.43,5.115
1.159,1.944,6066,4.633,-0.264,3.923,20.91,5.139
1.205,1.746,6018,3.682,0.076,4.034,23.79,5.165
1.158,2.053,5977,4.637,-0.332,3.876,23.0,5.174
1.007,1.163,6230,1.834,-0.399,4.309,22.77,5.174
1.157,1.488,6020,3.112,-0.016,4.155,29.41,5.198
1.15,1.66,6192,4.49,0.06,4.061,9.44,5.2
1.17,1.796,6064,4.292,-0.109,3.998,14.65,5.253
1.057,1.19,6030,1.647,-0.077,4.311,26.86,5.256
1.2,1.833,5966,4.338,0.011,3.99,24.56,5.298
1.12,1.641,6189,3.367,-0.268,4.056,7.57,5.405
1.159,1.621,6074,3.33,-0.05,4.085,1.45,5.414
1.14,1.78,6125,2.777,0.0,3.996,17.75,5.5
1.14,1.55,6125,3.128,-0.22,4.112,34.7,5.5
1.186,1.952,5852,4.555,-0.047,3.929,21.02,5.604
1.033,1.298,6246,2.252,-0.372,4.224,22.32,5.627
1.159,1.393,5749,2.202,0.268,4.213,25.16,5.791
1.1355,1.5491,5964,2.61,0.0,4.1127,15.0,5.7927
1.157,1.414,5788,2.614,0.202,4.197,12.36,5.836
1.131,1.64,6072,3.318,-0.032,4.061,13.07,5.884
1.11,1.35,5952,2.284,0.18,4.215,19.53,6.0
1.18,1.88,5803,4.243,0.36,3.961,23.55,6.2
1.128,1.54,5926,2.849,0.021,4.119,23.61,6.344
1.1,1.93,5840,4.465,-0.26,3.907,17.71,6.5
1.131,1.501,5817,2.713,0.09,4.141,18.17,6.669
1.102,1.378,5803,2.351,0.125,4.201,22.25,6.907
1.121,1.778,5796,3.341,-0.01,3.987,25.57,6.92
1.151,1.605,5656,2.854,0.351,4.088,35.9,7.153
1.0513,1.3481,5805,1.838,0.08,4.2,20.49,7.2282
1.079,1.388,5850,2.207,0.037,4.187,45.97,7.256
1.121,1.521,5738,3.181,0.197,4.127,11.84,7.289
1.07,1.56,5959,3.277,0.24,4.081,19.8,7.3
1.065,1.676,5777,2.977,-0.126,4.017,28.38,7.939
1.086,1.603,5784,2.619,-0.114,4.063,43.4168,8.027
1.089,1.57,5688,2.791,0.139,4.082,27.43,8.288
1.063,1.538,5761,2.673,0.019,4.089,45.16,8.381
1.077,1.483,5659,2.162,0.197,4.128,24.87,8.685
0.7512,0.7684,5309,0.437,-0.54,4.5422,17.97,10.3904
0.98,1.39,5723,2.351,0.38,4.145,32.54,10.7
0.94,1.29,5817,2.059,0.24,4.193,25.74,10.7
0.866,1.148,5982,1.73,-0.517,4.255,36.15,10.7
0.789,0.857,5378,0.7271,-0.474,4.469,33.72,13.62
0.85,1.08,5648,4.802,0.32,4.306,32.61,13.8
